#	FPGA	CPU	GPU
2	-355.0671387	-355.0671387	-355.06699
2.052104208	-250.0791738	-250.0791738	-250.07924
2.104208417	-177.171375	-177.171375	-177.1711
2.156312625	-126.1580441	-126.1580441	-126.15801
2.208416834	-90.21531323	-90.21531323	-90.215207
2.260521042	-64.72929458	-64.72929458	-64.729289
2.312625251	-46.55311405	-46.55311405	-46.553072
2.364729459	-33.52276363	-33.52276363	-33.522781
2.416833667	-24.13853443	-24.13853443	-24.138532
2.468937876	-17.3534567	-17.3534567	-17.353431
2.521042084	-12.43156336	-12.43156336	-12.431551
2.573146293	-8.852134569	-8.852134569	-8.8521312
2.625250501	-6.244488827	-6.244488827	-6.2444807
2.677354709	-4.343237597	-4.343237597	-4.3432396
2.729458918	-2.957358622	-2.957358622	-2.9573575
2.781563126	-1.948672353	-1.948672353	-1.9486712
2.833667335	-1.21676371	-1.21676371	-1.2167629
2.885771543	-0.688352735	-0.688352735	-0.6883524
2.937875752	-0.309756654	-0.309756654	-0.3097553
2.98997996	-0.04151383	-0.04151383	-0.041514
3.042084168	0.145471174	0.145471174	0.14547126
3.094188377	0.272705985	0.272705985	0.27270616
3.146292585	0.356122671	0.356122671	0.35612269
3.198396794	0.407541812	0.407541812	0.40754187
3.250501002	0.435742357	0.435742357	0.43574232
3.30260521	0.447246607	0.447246607	0.44724663
3.354709419	0.446898382	0.446898382	0.44689839
3.406813627	0.438290379	0.438290379	0.43829039
3.458917836	0.4240811	0.4240811	0.42408114
3.511022044	0.406230596	0.406230596	0.40623061
3.563126253	0.386176311	0.386176311	0.38617605
3.615230461	0.364964556	0.364964556	0.3649646
3.667334669	0.343349036	0.343349036	0.34334915
3.719438878	0.321864807	0.321864807	0.32186467
3.771543086	0.300883875	0.300883875	0.30088368
3.823647295	0.280657045	0.280657045	0.28065705
3.875751503	0.261345429	0.261345429	0.26134551
3.927855711	0.243044187	0.243044187	0.2430442
3.97995992	0.225800389	0.225800389	0.22580026
4.032064128	0.209626459	0.209626459	0.20962655
4.084168337	0.194510265	0.194510265	0.1945102
4.136272545	0.18042267	0.18042267	0.18042266
4.188376754	0.167323168	0.167323168	0.16732321
4.240480962	0.155164059	0.155164059	0.15516402
4.29258517	0.143893531	0.143893531	0.14389352
4.344689379	0.133457903	0.133457903	0.13345789
4.396793587	0.123803237	0.123803237	0.12380325
4.448897796	0.114876487	0.114876487	0.11487642
4.501002004	0.106626277	0.106626277	0.10662619
4.553106212	0.099003428	0.099003428	0.09900345
4.605210421	0.091961277	0.091961277	0.09196127
4.657314629	0.085455852	0.085455852	0.08545585
4.709418838	0.079445949	0.079445949	0.07944597
4.761523046	0.073893119	0.073893119	0.07389306
4.813627255	0.068761616	0.068761616	0.06876162
4.865731463	0.064018296	0.064018296	0.06401825
4.917835671	0.059632501	0.059632501	0.05963248
4.96993988	0.055575924	0.055575924	0.05557595
5.022044088	0.051822466	0.051822466	0.05182242
5.074148297	0.048348095	0.048348095	0.0483481
