#	FPGA	CPU	GPU
2	53.48254395	53.48254395	53.48252247
2.052104208	37.88479741	37.88479741	37.88481251
2.104208417	26.86793984	26.86793984	26.86790299
2.156312625	19.04368713	19.04368713	19.04368173
2.208416834	13.46071477	13.46071477	13.46069814
2.260521042	9.461711305	9.461711305	9.461710148
2.312625251	6.588977636	6.588977636	6.58897141
2.364729459	4.521489284	4.521489284	4.521491195
2.416833667	3.032554853	3.032554853	3.032554176
2.468937876	1.96108555	1.96108555	1.961081479
2.521042084	1.191941252	1.191941252	1.191939268
2.573146293	0.642381484	0.642381484	0.642380797
2.625250501	0.252656356	0.252656356	0.252655086
2.677354709	-0.0205731	-0.0205731	-0.020572937
2.729458918	-0.208866421	-0.208866421	-0.208866556
2.781563126	-0.335284306	-0.335284306	-0.335284446
2.833667335	-0.416726075	-0.416726075	-0.416726159
2.885771543	-0.465604488	-0.465604488	-0.465604532
2.937875752	-0.491052089	-0.491052089	-0.491052125
2.98997996	-0.499794433	-0.499794433	-0.499794406
3.042084168	-0.496785129	-0.496785129	-0.496785112
3.094188377	-0.485669667	-0.485669667	-0.485669643
3.146292585	-0.469125553	-0.469125553	-0.469125537
3.198396794	-0.449112681	-0.449112681	-0.449112679
3.250501002	-0.427058236	-0.427058236	-0.427058276
3.30260521	-0.403993681	-0.403993681	-0.403993672
3.354709419	-0.380656513	-0.380656513	-0.380656402
3.406813627	-0.357566029	-0.357566029	-0.357565956
3.458917836	-0.335079849	-0.335079849	-0.335079876
3.511022044	-0.313436151	-0.313436151	-0.313436125
3.563126253	-0.292785253	-0.292785253	-0.292785053
3.615230461	-0.273213264	-0.273213264	-0.273213303
3.667334669	-0.254759762	-0.254759762	-0.254759825
3.719438878	-0.237431031	-0.237431031	-0.237430943
3.771543086	-0.221209929	-0.221209929	-0.221209804
3.823647295	-0.20606325	-0.20606325	-0.206063286
3.875751503	-0.19194717	-0.19194717	-0.191947214
3.927855711	-0.178811281	-0.178811281	-0.17881127
3.97995992	-0.166601534	-0.166601534	-0.16660145
4.032064128	-0.155262384	-0.155262384	-0.155262435
4.084168337	-0.144738312	-0.144738312	-0.144738255
4.136272545	-0.134974906	-0.134974906	-0.134974875
4.188376754	-0.125919586	-0.125919586	-0.125919613
4.240480962	-0.117522088	-0.117522088	-0.117522054
4.29258517	-0.109734751	-0.109734751	-0.109734758
4.344689379	-0.102512671	-0.102512671	-0.10251266
4.396793587	-0.095813751	-0.095813751	-0.095813761
4.448897796	-0.08959869	-0.08959869	-0.089598645
4.501002004	-0.083830906	-0.083830906	-0.083830849
4.553106212	-0.07847644	-0.07847644	-0.078476453
4.605210421	-0.073503831	-0.073503831	-0.073503817
4.657314629	-0.06888398	-0.06888398	-0.068883987
4.709418838	-0.064590007	-0.064590007	-0.064590031
4.761523046	-0.060597107	-0.060597107	-0.060597068
4.813627255	-0.056882406	-0.056882406	-0.056882416
4.865731463	-0.053424827	-0.053424827	-0.053424787
4.917835671	-0.050204953	-0.050204953	-0.050204936
4.96993988	-0.047204902	-0.047204902	-0.04720492
5.022044088	-0.04440821	-0.04440821	-0.044408181
